Recipe_id,Recipe,Ingredients,Link,Cuisine,Easy
1071,Ultimate Homemade Pizza,"['tomato paste', 'room temperature', 'cayenne', 'wine vinegar', 'shaping', 'basil', 'flour', 'syrup honey', 'garlic', 'marjoram', 'yeast', 'oregano', 'semolina pizza peel']",https://tasty.co/recipe/ultimate-homemade-pizza,american,No
1072,Healthy Veggie Curry With Garlic Naan,"['yogurt', 'coconut milk', 'garam masala', 'chickpea', 'tomato', 'pea', 'curry', 'sugar', 'coconut', 'ghee', 'ginger', 'onion', 'flour', 'skim milk', 'oil', 'rice', 'garlic', 'idaho potato', ' cauliflower']",https://tasty.co/recipe/healthy-veggie-curry-with-garlic-naan,indian,No
1073,Chicken Tikka Biryani,"['chicken breast', 'yogurt', 'cumin seed', 'lemon juice', 'garam masala', 'ginger paste', 'basmati rice', 'onion', 'coriander', 'oil', 'tikka masala sauce', 'tomato', 'chili', 'bay leaf']",https://tasty.co/recipe/chicken-tikka-biryani,indian,Yes
1074,Sweet-and-sour Chicken Noodles,"['chicken breast', 'noodle', 'sesame seed', 'ketchup', 'garlic', 'cider vinegar']",https://tasty.co/recipe/sweet-and-sour-chicken-noodles,american,Yes
1075,Healthy Veggies and Couscous,"['parsley', 'potato', 'oil', ' broccoli', 'cheese', 'bell pepper']",https://tasty.co/recipe/healthy-veggies-and-couscous,british,Yes
1076,Shepherd&#x27;s Pie Twice-Baked Potato,"['butter', 'tomato paste', 'beef stock', 'beef lamb', 'heavy cream', 'onion', 'oil', 'chive', 'garlic', 'carrot', 'russet potato', 'pea', 'worcestershire sauce', 'cheese']",https://tasty.co/recipe/shepherd-s-pie-twice-baked-potato,american,No
1077,Mozzarella-Stuffed Turkey Meatloaf,"['tomato sauce', 'zucchini', 'honey', 'apple cider vinegar', 'parsley', 'dijon mustard', 'onion', 'basil', 'garlic', 'panko bread crumb', 'oregano', 'egg', 'turkey', 'cheese']",https://tasty.co/recipe/mozzarella-stuffed-turkey-meatloaf,american,Yes
1078,Chicken Parm-Stuffed Spaghetti Squash,"['breast strip', 'bread crumb', 'spaghetti', 'oil', 'flour', 'marinara sauce', 'mozzarella', 'egg', 'cheese']",https://tasty.co/recipe/chicken-parmesan-spaghetti-squash,american,No
1079,Simple Spaghetti And Meatballs,"['butter', 'worcestershire', 'spaghetti', 'pork', 'panko breadcrumb', 'parsley', 'onion', 'garlic', 'beef', 'tomato', 'egg', 'cheese']",https://tasty.co/recipe/simple-spaghetti-and-meatballs,italian,Yes
1080,Chicken Alfredo Ravioli Lasagna,"['butter', 'spinach ricotta package', 'heavy cream', 'parsley', 'garlic', 'rotisserie chicken', 'mozzarella', 'nutmeg', 'cheese']",https://tasty.co/recipe/chicken-alfredo-ravioli-lasagna,american,Yes
1081,One-Pan Lemon Pepper Chicken,"['chicken breast', 'asparagus', 'paper', 'oil', 'garlic', 'juice', 'oregano']",https://tasty.co/recipe/one-pan-lemon-pepper-chicken,american,No
1082,One-Pan Shrimp Fajitas,"['flour tortilla', 'cumin', 'lime', 'cilantro', 'guacamole', 'shrimp', 'onion', 'orange', 'salsa', 'bell pepper']",https://tasty.co/recipe/one-pan-shrimp-fajitas,latin_american,No
1083,Spaghetti Squash Shrimp Scampi,"['lemon', 'spaghetti', 'parsley', 'shrimp', 'oil', 'garlic']",https://tasty.co/recipe/spaghetti-squash-shrimp-scampi,italian,No
1085,Fajita Parchment-Baked Chicken,"['chicken breast', 'salsa', 'onion', 'taco', 'oil', 'cheese']",https://tasty.co/recipe/fajita-parchment-baked-chicken,latin_american,Yes
1086,Low-Carb Beef Stroganoff,"['heavy cream', 'beef broth', 'onion', 'oil', 'chive', 'mushroom', 'zucchini', 'beef sirloin']",https://tasty.co/recipe/low-carb-beef-stroganoff,american,No
1087,Cheddar Ranch Chicken Strips,"['buttermilk', 'chicken breast', 'cracker', 'packet ranch mix']",https://tasty.co/recipe/cheddar-ranch-chicken-strips,american,Yes
1088,Quick 30-Minute Chicken Pho,"['bean sprout', 'jalapeno', 'hoisin', 'lime', 'basil', 'cilantro', 'ginger', 'onion', 'rice', 'star anise', 'chicken broth', 'siracha', 'chicken breast ', 'coriander seed']",https://tasty.co/recipe/quick-30-minute-chicken-pho,vietnamese,No
1089,Cheddar Biscuit Chicken Pot Pie,"['butter', 'pearl onion', 'pea carrot', 'buttermilk', 'milk', 'potato', 'biscuit', 'flour', 'soda', 'chive', 'rotisserie chicken', 'egg', 'cheese']",https://tasty.co/recipe/cheddar-biscuit-chicken-pot-pie,american,No
1090,Slow Cooker Shredded Chicken Sliders,"['chicken breast', 'honey', 'dijon mustard', 'onion', 'slider bun', 'garlic', 'oregano']",https://tasty.co/recipe/slow-cooker-shredded-chicken-sliders,american,Yes
1091,Creamy Bacon Hasselback Chicken,"['chicken breast', 'rasher bacon', 'spring onion', 'cheese']",https://tasty.co/recipe/creamy-bacon-hasselback-chicken,american,Yes
1092,Arroz Con Pollo With Matt And Patrick,"['tomato sauce', 'onion', 'chicken bouillon', 'oil', 'garlic', 'carrot', 'chicken thigh', 'grain rice', 'pea']",https://tasty.co/recipe/arroz-con-pollo-with-matt-and-patrick,american,Yes
1093,Easy One-Pan Pork Tenderloin Dinner With Apples And Onion,"['cider', 'oil', 'onion', 'pork tenderloin silverskin', 'garlic', 'apple']",https://tasty.co/recipe/easy-one-pan-pork-tenderloin-dinner-with-apples-and-onion,american,No
1094,One-Pan Pesto Chicken & Veggies,"['chicken breast', 'pesto', 'oil', 'garlic', 'zucchini', 'carton cherry tomato', 'cheese']",https://tasty.co/recipe/one-pan-pesto-chicken-veggies,american,Yes
1095,Freeze & Bake Chicken Pot Pies,"['butter', 'pie crust', 'celery', 'milk', 'onion', 'flour', 'carrot', 'rotisserie chicken', 'pea', 'chicken broth', 'foil pie ramekin']",https://tasty.co/recipe/freeze-bake-chicken-pot-pies,american,Yes
1096,Lemon Chicken & Spaghetti Squash,"['lemon', 'chicken breast', 'spaghetti', 'cherry tomato', 'onion', 'oil', 'garlic', 'baby spinach', 'chicken broth']",https://tasty.co/recipe/lemon-chicken-spaghetti-squash,american,No
1097,"One-Pot Chicken, Bacon, And Goat Cheese Pasta","['fusilli pasta', 'asparagus', 'bacon', 'milk', 'onion', 'garlic', 'tomato', 'chicken thigh skin', 'chicken broth', 'cheese']",https://tasty.co/recipe/one-pot-chicken-bacon-and-goat-cheese-pasta,american,Yes
1098,Creamy Sausage Bolognese,"['penne pasta', 'sausage', 'heavy cream', 'cheese', 'celery', 'beef broth', 'onion', 'sirloin', 'oil', 'garlic', 'carrot', 'wine', 'tomato', 'bay leaf']",https://tasty.co/recipe/creamy-sausage-bolognese,italian,No
1099,Easy Juicy Chicken Marsala,"['butter', 'Marsala wine', 'lemon juice', 'chicken breast', 'shallot', 'chicken stock', 'parsley', 'pasta potato rice', 'onion', 'oil', 'flour', 'garlic', 'cremini mushroom']",https://tasty.co/recipe/easy-juicy-chicken-marsala,italian,No
1100,"Easy Ravioli ""Lasagna""","['ravioli', 'cheese']",https://tasty.co/recipe/easy-ravioli-lasagna,american,Yes
1101,Mushroom Wellington,"['spinach', 'sheet pastry sheet', 'flour puff pastry', 'potato', 'onion', 'oil', 'garlic', 'milk', 'thyme', 'cremini mushroom', 'broth']",https://tasty.co/recipe/mushroom-wellington,american,No
1102,Show-Stopping Beef Wellington,"['butter', 'oil', 'beef tenderloin', 'shallot', 'prosciutto', 'garlic', 'mustard', 'cremini mushroom', 'egg', 'sheet puff pastry']",https://tasty.co/recipe/show-stopping-beef-wellington,french,No
1103,The Best Ever Cauliflower Pizza Crust,"['basil', ' cauliflower', 'oregano', 'egg', 'cheese']",https://tasty.co/recipe/cauliflower-crust-pizza,american,No
1104,"Creamy Tomato Basil Zucchini ""Linguini""","['chicken breast', 'yogurt', 'cherry tomato', 'oil', 'basil', 'garlic', 'zucchini', 'chicken broth', 'cheese']",https://tasty.co/recipe/creamy-tomato-basil-zucchini-linguini,american,No
1105,Zucchini &quot;Linguini&quot; With Roasted Shrimp,"['shrimp', 'oil', 'lime juice', 'zucchini', 'bell pepper']",https://tasty.co/recipe/zucchini-linguini-with-roasted-shrimp,american,Yes
1106,Baked Parmesan Chicken Strips,"['breast strip', 'paprika', 'bread crumb', 'onion', 'flour', 'cheese', 'egg']",https://tasty.co/recipe/baked-parmesan-chicken-strips,american,Yes
1107,Broccoli Cheddar Chicken Rollups,"['broccoli', 'chicken breast', 'onion', 'flour', 'cheddar cracker package', 'egg', 'cheese']",https://tasty.co/recipe/broccoli-cheddar-chicken-rollups,american,Yes
1108,Hidden Veggie Mac & Cheese,"['cauliflower', 'elbow macaroni', 'milk', 'butternut squash', 'carrot', 'cheese']",https://tasty.co/recipe/hidden-veggie-mac-cheese,american,Yes
1109,Roasted Cauliflower Salad,"['lemon juice', 'paprika', 'tahini', 'cumin', 'parsley', 'onion', 'oil', 'garlic', 'carrot', ' cauliflower']",https://tasty.co/recipe/roasted-cauliflower-salad,american,Yes
1110,One-Pan Teriyaki Salmon Dinner,"['broccoli', 'honey', 'sesame seed', 'oil', 'carrot', 'fillet', 'brown sugar']",https://tasty.co/recipe/one-pan-teriyaki-salmon-dinner,american,Yes
1111,Sesame Chicken Cauliflower Fried Rice,"['chicken breast', 'sesame seed', 'carrot', 'pea', ' cauliflower', 'egg']",https://tasty.co/recipe/sesame-chicken-cauliflower-fried-rice,chinese,Yes
1112,Crispy Chili Beef,"['spring onion', 'chilli', 'wine vinegar', 'ginger', 'oil', 'steak', 'spice', 'tomato ketchup', 'chili', 'cornflour', 'bell pepper']",https://tasty.co/recipe/crispy-chili-beef,british,Yes
1113,Chili Mac &#x27;n&#x27; Cheese,"['cumin', 'heavy cream', 'cilantro', 'kidney bean', 'onion', 'chili powder', 'garlic', 'bean half', 'beef', 'tomato', 'cavatappi pasta pasta', 'chicken broth', 'cheese']",https://tasty.co/recipe/chili-mac-n-cheese,american,Yes
1114,Slow Cooker Lemon Garlic Chicken,"['vegetable', 'garlic', 'half', 'chicken thigh', 'thyme', 'cube chicken stock', 'oregano', 'cornflour']",https://tasty.co/recipe/slow-cooker-lemon-garlic-chicken,american,Yes
1115,Carne Asada Tacos,"['corn tortilla', 'jalapeno', 'cilantro leaf', 'heavy cream', 'vinegar', 'cumin', 'oil', 'flank steak', 'guacamole', 'pico gallo', 'coriander', 'chili powder', 'garlic', 'lime juice', 'orange juice', 'cheese']",https://tasty.co/recipe/carne-asada-tacos,latin_american,No
1116,How To Roast A Thanksgiving Turkey,"['lemon', 'frozen person', 'celery', 'butter', 'onion', 'flour', 'garlic', 'sage leaf', 'turkey', 'carrot', 'chicken carton', 'thyme']",https://tasty.co/recipe/how-to-roast-a-thanksgiving-turkey,american,No
1117,Caprese Mac 'N' Cheese,"['paprika', 'elbow macaroni', 'milk', 'butter', 'basil', 'flour', 'baby spinach', 'tomato', 'cheese']",https://tasty.co/recipe/caprese-mac-n-cheese,american,Yes
1118,Peruvian Lomo Saltado,"['beef sirloin strip', 'vinegar', 'cilantro', 'onion', 'oil', 'rice', 'garlic', 'tomato', 'amarillo paste', 'fry']",https://tasty.co/recipe/peruvian-lomo-saltado,latin_american,No
1119,Chicken Marsala,"['butter', 'marsala', 'lemon juice', 'chicken breast', 'parsley', 'flour', 'garlic', 'mushroom']",https://tasty.co/recipe/chicken-marsala,italian,Yes
1120,Sweet & Sour Pork,"['cornstarch', 'pork shoulder pork butt', 'sugar', 'vinegar', 'pineapple syrup', 'ketchup', 'onion', 'oil', 'garlic', 'rice', 'egg', 'bell pepper']",https://tasty.co/recipe/sweet-sour-pork,chinese,No
1121,Zucchini Noodle Chicken Alfredo,"['butter', 'chicken breast', 'heavy cream', 'parsley', 'garlic', 'end', 'cheese']",https://tasty.co/recipe/zucchini-noodle-chicken-alfredo,american,No
1122,Butter Chicken Mac 'n' Cheese,"['butter', 'milk', 'onion', 'coriander', 'elbow pasta', 'cheese']",https://tasty.co/recipe/butter-chicken-mac-n-cheese,american,Yes
1123,"Tuna Linguine With Tomatoes, Olives & Capers","['caper', 'linguine', 'oil', 'tuna', 'garlic', 'kalamata', 'tomato', 'oregano', 'chili']",https://tasty.co/recipe/tuna-linguine-with-tomatoes-olives-capers,italian,Yes
1124,Pad Thai Spaghetti Squash,"['butter', 'spaghetti', 'siracha', 'cilantro', 'honey agave', 'cucumber', 'ginger', 'peanut', 'sesame', 'onion', 'oil', 'garlic', 'lime juice', 'carrot', 'bell pepper']",https://tasty.co/recipe/pad-thai-spaghetti-squash,thai,No
1125,Creamy Tomato Shrimp Rotini Pasta,"['butter', 'rotini pasta', 'parsley', 'shrimp', 'onion', 'milk', 'chili powder', 'tomato']",https://tasty.co/recipe/creamy-tomato-shrimp-rotini-pasta,italian,No
1126,One-Pan Lemon Herb Salmon & Veggies,"['lemon juice', 'cherry tomato', 'fillet salmon', 'basil', 'oil', 'garlic', 'mushroom', 'yellow bell', 'oregano', 'zucchini']",https://tasty.co/recipe/one-pan-lemon-herb-salmon-veggies,american,No
1127,Honey-Glazed Fried Chicken,"['lemon', 'honey', 'apple cider vinegar', 'chicken drumstick', 'milk', 'onion', 'flour', 'chicken thigh', 'egg']",https://tasty.co/recipe/honey-glazed-fried-chicken,american,Yes
1128,Broccoli Chicken Alfredo Lasagna,"['butter', 'broccoli', 'lasagna noodle', 'heavy cream', 'garlic', 'rotisserie chicken', 'mozzarella', 'cheese']",https://tasty.co/recipe/broccoli-chicken-alfredo-lasagna,italian,Yes
1129,Cheesy Eggplant Roll-Ups,"['ricotta', 'basil', 'eggplant', 'marinara sauce', 'mozzarella', 'egg', 'cheese']",https://tasty.co/recipe/eggplant-lasagna-roll-ups,italian,No
1130,Spinach-Artichoke Lasagna Roll-ups,"['spinach', 'lasagna noodle', 'artichoke', 'ricotta', 'parsley', 'oil', 'garlic', 'marinara sauce', 'mozzarella', 'cheese']",https://tasty.co/recipe/spinach-artichoke-lasagna-roll-ups,italian,No
1131,Tomato Pesto Salmon,"['pesto', 'cherry tomato', 'salmon', 'oil', 'zucchini']",https://tasty.co/recipe/tomato-pesto-salmon,american,Yes
1132,Crispy Potato Tacos,"['corn tortilla', 'salsa', 'cumin', 'heavy cream', 'cilantro', 'oil', 'garlic', 'russet potato', 'oregano', 'cheese']",https://tasty.co/recipe/crispy-potato-tacos,american,Yes
1134,Potato Chip Chicken Tenders,"['chicken breast', 'potato chip', 'onion', 'flour', 'egg']",https://tasty.co/recipe/potato-chip-chicken-tenders,american,Yes
1135,Japanese Pork Cutlet (Tonkatsu) With Curry,"['potato', 'onion', 'curry paste', 'oil', 'shiso leaf', 'rice', 'flour', 'carrot', 'panko breadcrumb', 'pork chop', 'egg', 'cheese']",https://tasty.co/recipe/japanese-pork-cutlet-tonkatsu-with-curry,japanese,No
1136,Sofritas Burrito Bowl,"['bean', 'tofu', 'paprika', 'cumin', 'cayenne', 'cilantro', 'guacamole', 'chili', 'pico gallo', 'onion', 'oil', 'rice', 'corn', 'lettuce']",https://tasty.co/recipe/sofritas-burrito-bowl,latin_american,No
1137,Garlic Parmesan Parchment-baked Chicken,"['butter', 'chicken breast', 'cheese', 'garlic', 'zucchini']",https://tasty.co/recipe/garlic-parmesan-parchment-baked-chicken,american,Yes
1138,Chicken Parmesan As Made By Chris Nasatrini,"['tomato paste', 'wine', 'oregano', 'parsley', 'mozzarella', 'spaghetti', 'chicken stock', 'flour', 'cheese', 'panko bread crumb', 'chicken breast', 'plain breadcrumb', 'San Marzano', 'oil', 'garlic', 'bay leaf', 'basil leaf', 'lemon zest', 'egg']",https://tasty.co/recipe/chicken-parmesan-as-made-by-chris-nasatrini,italian,No
1139,Barbecue Parchment-baked Chicken,"['chicken breast', 'BBQ sauce', 'onion', 'potato', 'oil']",https://tasty.co/recipe/barbecue-parchment-baked-chicken,american,Yes
1140,Chicken Pot Pie Domes,"['chicken breast', 'heavy cream', 'thyme leaf', 'celery', 'parsley', 'butter', 'onion', 'oil', 'flour', 'garlic', 'carrot', 'pea', 'chicken broth', 'package pie crust', 'brushing']",https://tasty.co/recipe/chicken-pot-pie-domes,american,Yes
1141,Chicken Parm-Stuffed Bell Peppers,"['chicken breast', 'plain breadcrumb', 'onion', 'flour', 'marinara sauce', 'mozzarella', 'oregano', 'egg', 'bell seed', 'cheese']",https://tasty.co/recipe/chicken-parm-stuffed-bell-peppers,italian,Yes
1142,Cauliflower Gnocchi,"['cauliflower', 'pesto sauce', 'oil', 'flour']",https://tasty.co/recipe/cauliflower-gnocchi,italian,No
1143,Honey Soy Salmon,"['broccoli', 'honey', 'salmon', 'ginger', 'onion', 'oil', 'garlic']",https://tasty.co/recipe/honey-soy-salmon,american,Yes
1144,One-pan Lasagna,"['beef', 'oil', 'sheet', 'onion', 'basil', 'garlic', 'marinara sauce', 'cheese']",https://tasty.co/recipe/one-pan-lasagna,italian,No
1145,Chicken Parm Strips,"['chicken breast', 'bread crumb', 'marinara sauce', 'mozzarella', 'egg', 'cheese']",https://tasty.co/recipe/chicken-parm-strips,american,Yes
1146,Vegan Shepherd&#x27;s Pie,"['tomato paste', 'wine', 'celery', 'russet potato', 'onion', 'flour', 'garlic', 'mushroom', 'sage', 'carrot', 'thyme', 'vegan butter', 'broth', 'milk rice milk']",https://tasty.co/recipe/vegan-shepherd-s-pie,british,No
1147,One-Pan Salmon And Egg Bake,"['lemon', 'spinach', 'oil', 'garlic', 'fillet', 'egg']",https://tasty.co/recipe/one-pan-salmon-and-egg-bake,american,No
1148,Steak And Eggs Hash,"['butter', 'cherry tomato', 'oil', 'parsley', 'cooking potato', 'cremini mushroom', 'onion', 'gold potato', 'beef sirloin', 'oregano', 'egg', 'bell pepper']",https://tasty.co/recipe/steak-and-eggs-hash,american,Yes
1149,Sausage & Veggie Quiche,"['spinach', 'milk', 'onion', 'premade pie crust', 'mushroom', 'chicken sausage', 'egg', 'cheese']",https://tasty.co/recipe/chicken-sausage-with-spinach-and-mushroom-quiche,american,Yes
1150,One-pot Creamy Chicken Bacon Veggie Pasta,"['rotini pasta', 'spinach', 'strip thick bacon', 'chicken breast', 'asparagus', 'milk', 'onion', 'garlic', 'tomato', 'cheese']",https://tasty.co/recipe/one-pot-creamy-chicken-bacon-veggie-pasta,italian,Yes
1151,Lasagna Skillet Pasta,"['oil', 'chicken stock', 'onion', 'garlic', 'beef', 'campanelle noodle', 'tomato', 'basil leaf', 'oregano', 'cheese']",https://tasty.co/recipe/lasagna-skillet-pasta,italian,No
1152,One-pan Chicken Fajita Rice Bowl,"['chicken breast', 'paprika', 'cumin', 'onion', 'oil', 'rice', 'avocado', 'bell pepper']",https://tasty.co/recipe/one-pan-chicken-fajita-rice-bowl,american,Yes
1153,One-pan Fall Chicken Dinner,"['brussels sprout', 'bacon', 'chicken thigh', 'sweet potato', 'onion', 'oil', 'garlic', 'thyme', 'sage', 'rosemary']",https://tasty.co/recipe/one-pan-fall-chicken-dinner,american,Yes
1154,Maple Glazed Pork & Roasted Veggies,"['vinegar', 'maple syrup', 'oil', 'carrot', 'rosemary', 'brussels', 'pork tenderloin']",https://tasty.co/recipe/maple-glazed-pork-roasted-veggies,american,No
1155,Easy Chicken Fajita Rice And Veggie Bake,"['paprika', 'cumin', 'cayenne', 'cilantro', 'lime wedge', 'onion', 'oil', 'chicken tender', 'tomato', 'grain rice', 'chicken broth', 'chili', 'cheese', 'bell pepper']",https://tasty.co/recipe/easy-chicken-fajita-chicken-and-veggie-bake,latin_american,No
1156,30 Minute Tomato Sauce,"['onion', 'basil', 'oil', 'garlic', 'tomato', 'oregano']",https://tasty.co/recipe/30-minute-tomato-sauce,italian,Yes
1157,One-Pan Pork And Asparagus Stir-fry,"['honey', 'sesame seed', 'asparagus', 'ginger', 'garlic', 'pork loin']",https://tasty.co/recipe/one-pan-pork-and-asparagus-stir-fry,chinese,Yes
1159,Lasagna-Stuffed Peppers,"['lasagna noodle', 'sausage', 'mozzarella', 'onion', 'basil', 'oil', 'garlic', 'milk ricotta', 'beef', 'color', 'tomato', 'egg', 'cheese']",https://tasty.co/recipe/lasagna-stuffed-peppers,american,No
1160,Sheet-Pan Crispy Chicken Strips And Veggies,"['oil', 'broccoli', 'paprika', 'chicken breast', 'honey', 'ketchup', 'dijon mustard', 'sweet potato', 'mayonnaise', 'BBQ sauce', 'flour', 'garlic', 'panko breadcrumb', 'egg']",https://tasty.co/recipe/sheet-pan-crispy-chicken-strips-and-veggies,german,Yes
1161,Slow Cooker Chicken Teriyaki,"['cornstarch', 'broccoli', 'rice vinegar', 'honey', 'ginger', 'onion', 'garlic', 'carrot', 'chicken thigh', 'zucchini']",https://tasty.co/recipe/slow-cooker-chicken-teriyaki,japanese,Yes
1162,Easy Stout Beer Chili,"['paprika', 'cumin', 'heavy cream', 'kidney bean', 'onion', 'fl stout beer', 'chili powder', 'chive', 'oil drizzle', 'beef', 'tomato', 'cheese']",https://tasty.co/recipe/easy-stout-beer-chili,american,No
1163,Ginger Mushroom Shrimp Stir-fry,"['asparagus', 'ginger', 'shrimp', 'mushroom', 'oil', 'soy sauce']",https://tasty.co/recipe/ginger-mushroom-shrimp-stir-fry,chinese,Yes
1164,Meatball Stuffed Shell Pasta,"['pork', 'ricotta', 'parsley', 'basil', 'garlic', 'pasta shell', 'beef', 'panko breadcrumb', 'marinara sauce', 'egg', 'onion fine', 'cheese']",https://tasty.co/recipe/meatball-stuffed-shell-pasta,american,Yes
1165,Vietnamese Shaking Beef,"['watercress', 'sugar', 'oyster', 'vinegar', 'brown', 'cilantro', 'onion ring', 'rib eye steak', 'oil', 'rice', 'garlic', 'rom tomato']",https://tasty.co/recipe/vietnamese-shaking-beef,vietnamese,No
1166,One-Pan Spicy Prawns and Rice,"['turmeric', 'pea', 'onion', 'garlic', 'grain rice', 'chorizo', 'chili', 'prawn']",https://tasty.co/recipe/one-pan-spicy-prawns-and-rice,american,Yes
1167,Parchment Tomato Pesto Salmon,"['bean', 'pesto', 'cherry tomato', 'salmon', 'oil', 'paper aluminum foil inch']",https://tasty.co/recipe/parchment-tomato-pesto-salmon,american,Yes
1168,Slow-roasted Honey Glazed Pork,"['sugar', 'honey', 'sauce tbsp', 'brown', 'asparagus', 'yukon potato', 'oil', 'pork shoulder', 'garlic', 'scallion']",https://tasty.co/recipe/slow-roasted-honey-glazed-pork,american,No
1169,Gyoza Dumplings,"['sugar', 'vinegar', 'pork', 'ginger', 'gyoza', 'chive', 'garlic', 'potato starch', 'cabbage', 'chili oil', 'sheet gyoza', 'sake', 'oil']",https://tasty.co/recipe/gyoza-dumplings,chinese,No
1170,Sun-dried Tomato & Spinach stuffed Chicken,"['chicken breast', 'wheat pasta', 'oil', 'garlic', 'baby spinach', 'marinara sauce', 'tomato', 'cheese']",https://tasty.co/recipe/sun-dried-tomato-spinach-stuffed-chicken,american,No
1171,Ghanaian Jollof Rice By Tei Hammond,"['ginger', 'habanero', 'onion', 'bouillon', 'oil', 'tomato', 'herb', 'grain rice', 'curry']",https://tasty.co/recipe/ghanaian-jollof-rice-as-made-by-tei-hammond,african,No
1172,Jazzy Shrimp And Grits,"['butter', 'wine', 'stone corn grit', 'cheddar', 'Jazzy Spice Blend', 'shrimp', 'chive', 'stock chicken stock', 'garlic', 'bacon', 'chicken stock stock']",https://tasty.co/recipe/jazzy-shrimp-and-grits,american,No
1173,Easy Chicken Curry With Kanchan Koya,"['tomato paste', 'cumin', 'coriander', 'turmeric', 'oil', 'cinnamon stick', 'basmati rice minute', 'ginger', 'cardamom pod', 'onion', 'cayenne', 'plain yogurt', 'garlic', 'lime wedge', 'cilantro', 'chicken thigh']",https://tasty.co/recipe/easy-chicken-curry-with-tasty-story-kanchan-koya,indian,Yes
1174,Zucchini Lasagna,"['ricotta', 'parsley', 'onion', 'oil', 'basil', 'garlic', 'tomato', 'bay leaf', 'zucchini', 'oregano', 'egg', 'turkey', 'cheese']",https://tasty.co/recipe/zucchini-lasagna,american,No
1175,Beef Stroganoff,"['butter', 'egg rice potato', 'cognac', 'heavy cream', 'oil', 'beef broth', 'parsley', 'onion', 'flour', 'beef sirloin', 'cremini mushroom']",https://tasty.co/recipe/beef-stroganoff,american,No
1176,Copycat Campfire Chicken,"['butter', 'paprika', 'onion', 'skin potato', 'oil', 'thyme', 'carrot', 'corn', 'oregano']",https://tasty.co/recipe/copycat-campfire-chicken,american,Yes
1177,One-Pan Chicken And Veggies,"['potato', 'onion', 'oil', 'garlic', ' broccoli', 'carrot', 'breast half', 'herb provence', 'tomato', 'thyme']",https://tasty.co/recipe/one-pan-chicken-and-veggies,american,Yes
1178,Veggie-Packed Chicken Enchiladas,"['tomato sauce', 'chicken breast', 'cumin', 'wheat tortilla', 'cilantro', 'onion', 'chile', 'zucchini', 'broth', 'cheese']",https://tasty.co/recipe/veggie-packed-chicken-enchiladas,latin_american,Yes
1179,Easy Chicken Miso Ramen,"['nori', 'butter', 'chicken breast', 'ramen', 'spinach', 'scallion', 'chicken stock', 'thumb ginger', 'miso paste', 'garlic', 'corn', 'egg']",https://tasty.co/recipe/easy-chicken-miso-ramen,japanese,No
1180,Honey Mustard Glazed Ham,"['mustard', 'honey', 'apple cider vinegar', 'dijon mustard', 'onion', 'picnic', 'garlic', 'worcestershire sauce', 'orange juice', 'brown sugar']",https://tasty.co/recipe/honey-mustard-glazed-ham,american,No
1181,Jalapeno Popper Stuffed Chicken,"['chicken breast', 'jalapeno', 'bread crumb', 'oil', 'flour', 'egg', 'cheese']",https://tasty.co/recipe/jalapeno-popper-dip-stuffed-chicken,american,Yes
1182,Deep Dish Pizza,"['butter', 'sugar', 'sausage', 'cornmeal', 'tomato basil', 'onion', 'oil', 'flour', 'garlic', 'mozzarella', 'yeast', 'oregano', 'cheese']",https://tasty.co/recipe/deep-dish-pizza,american,No
1183,Pork Chops And Creamy Spinach,"['spinach', 'potato', 'onion', 'oil', 'garlic', 'pork chop', 'cheese']",https://tasty.co/recipe/pork-chops-and-creamy-spinach,american,No
1184,Lighter Chicken Korma,"['chicken breast', 'yogurt', 'passata sauce tomato sauce', 'heavy cream', 'turmeric', 'garam masala', 'ginger', 'onion', 'oil', 'chili powder', 'garlic', 'coriander powder']",https://tasty.co/recipe/lighter-chicken-korma,indian,Yes
1185,Parchment Teriyaki Salmon,"['broccoli', 'salmon', 'oil', 'carrot', 'paper aluminum foil inch', 'teriyaki sauce']",https://tasty.co/recipe/parchment-teriyaki-salmon,japanese,Yes
1186,Salmon Poke Bowl,"['sheet nori', 'lemon juice', 'rice vinegar', 'sugar', 'sesame seed', 'sushi rice', 'ginger', 'onion', 'avocado', 'fillet', 'cucumber']",https://tasty.co/recipe/salmon-poke-bowl,american,Yes
1187,Stuffed Steak Rolls,"['baby spinach', 'onion', 'flank steak', 'oil', 'garlic', 'mushroom', 'cheese']",https://tasty.co/recipe/stuffed-steak-rolls,american,Yes
1188,Parchment Lemon Dill Salmon,"['lemon', 'dill', 'salmon', 'asparagus', 'onion', 'oil', 'paper aluminum foil inch']",https://tasty.co/recipe/parchment-lemon-dill-salmon,american,Yes
1189,Meatless Sloppy Joes,"['hamburger bun', 'worcestershire', 'protein', 'paprika', 'cumin', 'onion', 'oil', 'chili powder', 'garlic', 'mustard', 'tomato', 'brown sugar', 'broth', 'bell pepper']",https://tasty.co/recipe/meatless-sloppy-joes,american,No
1190,Slow Cooker Stuffed Peppers,"['bean', 'salsa', 'chicken stock', 'onion', 'rice', 'corn', 'tomato', 'bell pepper', 'cheese']",https://tasty.co/recipe/slow-cooker-stuffed-peppers,american,Yes
1191,Slow-Cooker Thai Green Curry,"['thai curry paste spicy', 'bean', 'coconut milk', 'oil', 'rice', 'chicken thigh', 'chili', 'bell pepper']",https://tasty.co/recipe/slow-cooker-thai-green-curry,thai,Yes
